Entry,Protein,Gene,Urine,Plasma,Serum
A0A2I2USG0,Integrin subunit alpha 3,ITGA3,17.3,14,15.1
A0A2I2UVP7,Integrin subunit alpha 6,ITGA6,17.7,16.6,16.8
A0A5F5Y6V1,VWFA domain-containing protein,ITGAX,20,16.7,16.9
P53713,Integrin beta-1 (Fibronectin receptor subunit beta) (VLA-4 subunit beta) (CD antigen CD29),ITGB1,22.4,18.9,19.8
A0A222NT34,Integrin beta,ITGB2,19.4,15.5,13.4
M3WN59,Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1,25.6,27.9,28
A0A337SQW0,Inter-alpha-trypsin inhibitor heavy chain 2,ITIH2,25.2,28.7,28.8
A0A337SL30,Inter-alpha-trypsin inhibitor heavy chain 3,ITIH3,20,25.7,25.7
A0A337SEU6,Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3,23.4,27.1,27.1
M3WN60,Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3,16.2,19.9,19.3
A0A2I2U7R4,Inter-alpha-trypsin inhibitor heavy chain 4,ITIH4,26.9,29,29.3
M3WEM7,Inter-alpha-trypsin inhibitor heavy chain 5,ITIH5,26,24.1,22.4
A0A5F5XMZ9,Inter-alpha-trypsin inhibitor heavy chain 5,ITIH5,24.6,18.1,18.9
A0A2I2UVC1,Integral membrane protein 2,ITM2B,22.8,20.2,20.2
A0A2I2U9Y7,Integral membrane protein 2,ITM2C,14.4,16.2,14.4
A0A2I2U3Z6,"Isovaleryl-CoA dehydrogenase, mitochondrial (EC 1.3.8.1) (EC 1.3.8.4) (Butyryl-CoA dehydrogenase)",IVD,19.9,19.3,18.7
A0A2I2UBC8,Delta-like protein,JAG1,20,15.9,15.4
A0A337SEF1,Junctional adhesion molecule 3,JAM3,23.8,23.2,20.8
A0A5F5XX70,Junctional adhesion molecule 3,JAM3,22.8,19.8,19.8
A0A337SAT8,Junction adhesion molecule like,JAML,18,15.6,16.5
A0A5F5XC52,Joining chain of multimeric IgA and IgM,JCHAIN,29.3,24.3,24.5
A0A2I2UBN8,Junction plakoglobin,JUP,22.8,24.7,24.7
A0A2I2UA55,Kazal type serine peptidase inhibitor domain 1,KAZALD1,21.9,17.8,17.6
A0A337RZ36,Potassium channel tetramerization domain containing 12,KCTD12,19.5,18.2,17.6
A0A2I2UIN2,Vascular endothelial growth factor receptor 2 (EC 2.7.10.1),KDR,18.1,14.9,14.5
A0A2I2U3F2,KIAA0319 like,KIAA0319L,23.3,19.8,21.1
A0A5F5XE91,Kinesin-like protein,KIF12,32.2,27.7,27.9
A0A5F5Y533,Kinesin-like protein,KIF12,19.3,16.5,16.7
M3VU73,Kinesin-like protein,KIF12,22.4,19.5,19.6
A0A2I2U1G6,Kinesin family member 21A,KIF21A,22.7,15.9,15.2
A0A5F5XE96,Kinesin family member 26A,KIF26A,18.2,12.1,12.1
A0A337S5Y7,Kirre like nephrin family adhesion molecule 1,KIRREL1,22,20.5,20.4
A0A337RZN4,Kirre like nephrin family adhesion molecule 1,KIRREL1,17.3,17,17.7
Q28889,Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (CD antigen CD117),KIT,21.7,20.1,20.4
P79169,Kit ligand (Mast cell growth factor) (MGF) (Stem cell factor) (SCF) (c-Kit ligand) [Cleaved into: Soluble KIT ligand (sKITLG)],KITLG SCF,20.4,15.2,16.2
A0A5F5XC24,Kallikrein B1,KLKB1,23.9,25.6,25.5
A0A337SQ55,Natural killer cells antigen CD94 (Killer cell lectin-like receptor subfamily D member 1),KLRD1,21.3,14.8,15.2
A0A2I2U294,Kininogen 1,KNG1,31.9,29.8,29.8
A0A5F5XVF5,Kininogen 1,KNG1,21.6,23.2,22.6
A0A2I2UHH3,small monomeric GTPase (EC 3.6.5.2),KRAS,21.3,16.1,15.9
A0A337SC09,Kremen protein (Kringle-containing protein marking the eye and the nose),KREMEN1,20.2,21.7,22.7
M3VXR1,"Keratin, type I cytoskeletal 10 (Cytokeratin-10) (Keratin-10)",KRT10,27.2,24.1,24.3
A0A337SCP9,IF rod domain-containing protein,KRT13,27.6,24.3,24.3
A0A337SM15,Keratin 17,KRT17,24.8,21.1,21.5
A0A5F5XLA0,"Keratin, type I cytoskeletal 17 (Cytokeratin-17) (Keratin-17)",KRT17,21.4,19,19.1
A0A5F5XF56,"Keratin, type I cytoskeletal 17 (Cytokeratin-17) (Keratin-17)",KRT17,20.2,19.5,19
A0A5F5Y768,Keratin 17,KRT17,20.3,21,21.1
M3VXK4,"Keratin, type I cytoskeletal 17 (Cytokeratin-17) (Keratin-17)",KRT17,19.6,20.1,19.8
M3VUH3,Keratin 18,KRT18,23.3,22.5,22.9
A0A2I2U642,"Keratin, type I cytoskeletal 20 (Cytokeratin-20) (Keratin-20)",KRT20,22.7,18.7,19.4
A0A2I2UVW3,"Keratin, type I cytoskeletal 27 (Cytokeratin-27) (Keratin-27) (Type I inner root sheath-specific keratin-K25irs3)",KRT25 KRT27,25.8,22.7,22.8
M3VUG8,Keratin 3,KRT3,24.3,21.4,21.5
M3VUE5,"Keratin, type II cytoskeletal 7 (Cytokeratin-7) (Keratin-7) (Type-II keratin Kb7)",KRT7,22.6,20.5,20.6
E1AB55,"Keratin, type II cytoskeletal 71 (Cytokeratin-71) (CK-71) (Keratin-71) (K71)",KRT71,25.2,21.5,21.8
M1RGZ2,Keratin 73,KRT73,17.9,19.4,18.4
M3VUF9,Keratin 74,KRT74,25.2,21.5,21.7
A0A337S538,Keratin 74,KRT74,24.4,20,20
M3VUG7,Keratin 76,KRT76,25.1,21.6,21.8
A0A5F5XKG5,Keratin 77,KRT77,25.6,22.7,22.7
M3WZD7,IF rod domain-containing protein,KRT89,20.5,17.5,18.4
A0A5F5XMX8,Kynureninase (EC 3.7.1.3) (L-kynurenine hydrolase),KYNU,19.4,15.3,15.7
A0A2I2U6T7,L1 cell adhesion molecule,L1CAM,23.9,23.2,23.1
A0A337SDW1,LINE1 type transposase domain containing 1,L1TD1,21.5,21.7,18.1
A0A5F5XCK9,Endoribonuclease LACTB2 (Beta-lactamase-like protein 2),LACTB2,17.8,18.6,20.6
A0A5F5XQP4,Leukocyte associated immunoglobulin like receptor 1,LAIR1,25,17.7,17.9
A0A5F5XIU1,Laminin subunit alpha 4,LAMA4,24.3,17.4,17.5
A0A5F5Y366,Laminin subunit alpha 5,LAMA5,22.3,23,24.6
M3W292,Laminin subunit beta 1,LAMB1,23.9,24.2,23.2
M3WC88,Laminin subunit beta 2,LAMB2,17.5,17,17.7
M3WXS7,Laminin subunit gamma 1,LAMC1,22.4,20.7,20.2
A0A337RYK1,Laminin subunit gamma 2,LAMC2,19.8,13.7,12.5
A7XPK6,Lysosomal associated membrane protein 1,LAMP1,19.2,17.5,17
C6GGN9,Lysosomal associated membrane protein 1 (Lysosomal-associated membrane glycoprotein 1),LAMP1 LAMP-1,24.6,20.6,21
A0A337STH0,Lysosomal associated membrane protein 2,LAMP2,28.5,22.3,22.6
A0A2I2V3S9,Lysosomal associated membrane protein 3,LAMP3,17.4,16.4,15.9
A0A5F5XSP5,Cytosol aminopeptidase (EC 3.4.11.1) (EC 3.4.11.5) (EC 3.4.13.23) (Cysteinylglycine-S-conjugate dipeptidase) (Leucine aminopeptidase 3) (Leucyl aminopeptidase) (Proline aminopeptidase) (Prolyl aminopeptidase),LAP3,22,21.4,21.1
A0A337SJA8,Layilin,LAYN,21.9,18.3,18.8
M3WXB6,Layilin,LAYN,20.6,19.6,17.9
A0A5F5Y0Z4,Lipopolysaccharide-binding protein (LBP),LBP,19.3,22.6,22.5
A0A5F5XKS1,Lipopolysaccharide-binding protein (LBP),LBP,21.2,23.2,23.3
M3XCK7,Lipocalin like 1,LCNL1,27.1,21,21.2
A0A2I2U572,Lymphocyte cytosolic protein 1,LCP1,21,20.6,19.5
A0A2I2UZG1,L-lactate dehydrogenase (EC 1.1.1.27),LDHA,21.4,17.6,17.7
A0A337S8L1,L-lactate dehydrogenase (EC 1.1.1.27),LDHA,20.3,17.2,17.8
A0A2I2U9C6,L-lactate dehydrogenase (EC 1.1.1.27),LDHB,24,20,19.9
A0A2I2U4Z0,L-lactate dehydrogenase (EC 1.1.1.27),LDHC,21.9,15.7,16.3
A0A337SRL4,Low-density lipoprotein receptor,LDLR,22,18.8,18.1
A0A2I2UMV3,Liver-expressed antimicrobial peptide 2,LEAP2,25.6,19.7,19.8
A0A5F5XUA4,Leukocyte cell derived chemotaxin 2,LECT2,15.1,17.6,16.7
M3WKX0,Leukocyte cell derived chemotaxin 2,LECT2,15.5,19.2,19.4
Q9N2C1,Leptin (Obesity factor),LEP OB,18.1,18.6,17.9
A0A337SEC0,Galectin,LGALS1,21.3,21.2,21.5
A0A337S4Q5,Galectin,LGALS3,21.9,22.4,22.3
A0A2I2U709,Galectin,LGALS9,22.8,17.9,17.9
A0A337S0D5,"Legumain (EC 3.4.22.34) (Protease, cysteine 1)",LGMN,20.5,18.8,19.2
M3W8K5,"Legumain (EC 3.4.22.34) (Protease, cysteine 1)",LGMN,20.7,14.3,14.9
A0A5F5XGD3,LIF receptor subunit alpha,LIFR,24.5,25.6,25.3
A0A5F5XPV2,Lipase,LIPA,30.4,21.1,21.2
A0A5F5XQ31,"Lectin, mannose binding 2",LMAN2,30.3,22.1,22.3
A0A5F5XTW1,Lysosomal cobalamin transport escort protein LMBD1 (LMBR1 domain-containing protein 1),LMBRD1,15,10.7,12.7
A0A5K1VP01,Lamin A/C,LMNA,24.2,12.9,12.6
M3VU75,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC100144393,28.1,29.8,29.9
E5D2Z5,Fel d 7 allergen,LOC100533977,25.8,19.5,20.6
M3WJA1,Pepsin A (EC 3.4.23.1),LOC101080826,29.8,17.5,17.5
A0A5F5XDG7,Pregnancy zone protein,LOC101080976,25.9,29.4,29.5
A0A5F5XG49,Pregnancy zone protein-like,LOC101080976,21.4,26.1,26
A0A337S803,Ovostatin homolog 2-like,LOC101081475,22.5,26.9,27
A0A2I2U8D7,C-type lectin domain-containing protein,LOC101082144,21.5,18.5,18.7
A0A2I2UMM1,Uncharacterized protein,LOC101082733,20,18.6,18.9
A0A2I2UP08,Sushi domain-containing protein,LOC101085428,23.1,27.5,27.3
M3WP64,Peptidase S1 domain-containing protein,LOC101085453,19.3,18.3,18
A0A337S8S6,Peptidase S1 domain-containing protein,LOC101085453,29.2,25.6,25.5
A0A5F5XMU9,Coiled-coil domain-containing protein 170-like,LOC101086571,18.5,19.3,19.1
A0A2I2UUI4,Cathepsin L,LOC101086605,24.1,21,20.9
A0A337SVW6,Annexin,LOC101087010,21,17.7,17.2
A0A337RWP8,Ly-6/neurotoxin-like protein 1,LOC101087710,26.1,18.8,18.7
A0A2I2UV75,Cystatin domain-containing protein,LOC101088567,21.1,17.5,17.1
A0A5F5XV52,Peptidase S1 domain-containing protein,LOC101089318,19.9,15.9,15.8
A0A2I2U4V9,Peptidase S1 domain-containing protein,LOC101089318,18.8,12.3,12.6
M3X2R3,Mesothelin,LOC101091333,24.3,21.5,21.4
A0A5F5XVL7,Sulfotransferase (EC 2.8.2.-),LOC101091370,25.1,18.8,19
A0A5F5XTD9,Sulfotransferase (EC 2.8.2.-),LOC101091370,24.2,19.6,19.3
A0A5F5XKI3,Sulfotransferase (EC 2.8.2.-),LOC101091370,22,18.5,18.6
A0A2I2UYB0,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC101091569,21.9,16.5,17.1
A0A337SM43,Olfactory receptor,LOC101093693 LOC111560946,21.3,26.1,26.2
A0A337SE00,C-X-C motif chemokine,LOC101094096,21.8,24.2,26.7
A0A2I2U006,Nicotinamide N-methyltransferase,LOC101094108,19.9,14.1,12.6
A0A5F5XZS8,Peptidase S1 domain-containing protein,LOC101094275,21.9,12.3,13.1
A0A5F5XT89,Peptidase S1 domain-containing protein,LOC101094275,25.1,20.1,19.8
A0A2I2UKK1,Uncharacterized protein,LOC101094346,28.1,28.7,28.9
A0A5F5XFU6,Uncharacterized protein,LOC101094346,22.2,23.8,24
A0A2I2UT16,Albumin domain-containing protein,LOC101095098,25.1,23.8,23.8
M3WBI8,C-type lectin domain family 18 member A,LOC101095392,20.3,16,17.3
M3W3Q0,Glutathione S-transferase (EC 2.5.1.18),LOC101096317,21.1,19,16.9
A0A5F5XEY9,Butyrophilin like 9,LOC101097782,26.5,22.1,21.9
A0A2I2UXL4,Globin family profile domain-containing protein,LOC101098159,22.2,25,26.2
A0A2I2U6J8,Globin family profile domain-containing protein,LOC101098159,18.8,22.7,24.1
M3WVZ4,Globin A1,LOC101098159 GLNA1,17,20.9,20.6
A0A2I2U232,Adenylate cyclase-stimulating G alpha protein,LOC101098453,23.5,23.4,23.6
A0A2I2U5B2,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC101098498,26.6,17.2,17.5
A0A2I2U227,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC101098498,30.5,23.2,23.7
A0A5F5XBZ0,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC101098498,21.3,17.8,18.2
A0A5F5Y107,Enoyl reductase (ER) domain-containing protein,LOC101100387,20,19.2,19.4
A0A337SQ74,IGF like family member 3,LOC101101603,23.2,18,18.7
A0A5F5XCJ2,Membrane cofactor protein,LOC102899273,24.3,14.9,15.3
A0A5F5XZ26,UPAR/Ly6 domain-containing protein,LOC102899673,26,16.4,16.7
A0A5F5XEP4,Sushi domain-containing protein,LOC102899713,16.1,21,20.7
A0A2I2UIM4,Carbonyl reductase (NADPH) (EC 1.1.1.184),LOC102901316,22.1,19.1,19.7
A0A2I2UFN2,Carbonyl reductase (NADPH) (EC 1.1.1.184),LOC102901316,12.9,14.6,15.2
A0A5F5XD04,Ig-like domain-containing protein,LOC105259618,26.4,24.3,24.9
A0A2I2U7X7,Ig-like domain-containing protein,LOC105259814,21.8,20,19.8
A0A337S014,Ig-like domain-containing protein,LOC105259814,23.7,20.4,19.9
A0A2I2UYG1,MHC class I antigen,LOC105260551,19,16.5,17.3
A0A5F5XH25,Tumor necrosis factor receptor superfamily member 1A,LOC105261012,21.8,16,17.4
A0A5F5XJG5,Immunoglobulin V-set domain-containing protein,LOC109494125,19,21.1,23
A0A5F5XI37,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC109496317,26.5,29.2,30
A0A337SF46,Lipocalin/cytosolic fatty-acid binding domain-containing protein,LOC111556219,25,18.6,19.4
A0A5F5XQF5,Immunoglobulin V-set domain-containing protein,LOC111557803,20.6,17.9,17.4
A0A337S103,Metallothionein,LOC111558024,21.5,14.9,14.4
M3XB79,Metallothionein,LOC111558024,16.7,18.4,18.4
A0A2I2V287,Cathepsin L1-like,LOC111559124,22.2,14.6,14.8
A0A5F5XP31,Kazal-like domain-containing protein,LOC123379994,18.5,10,10
A0A2I2UAR3,Lysyl oxidase homolog (EC 1.4.3.13),LOX,24.4,18.5,17.9
M3WFA5,Lysyl oxidase like 1,LOXL1,19.5,19.6,20.2
M3WB92,Lysyl oxidase like 4,LOXL4,23.1,20.6,20.5
A0A337S1P2,Leucine rich alpha-2-glycoprotein 1,LRG1,28.6,26.8,26.9
M3VU91,LDL receptor related protein 1,LRP1,23.2,19.2,18.6
M3W5B5,LDL receptor related protein 2,LRP2,30.2,26.9,26.7
A0A2I2UQB6,LDL receptor related protein 2,LRP2,28.7,23.2,22.1
M3W2W3,LRP2-binding protein,LRP2BP,22.6,25,25.2
A0A5F5Y4L2,LDL receptor related protein associated protein 1,LRPAP1,21.8,20.4,20.3
M3X588,Leucine rich repeat containing 15,LRRC15,18.8,16.1,17.9
M3X167,Leucine rich repeat containing 19,LRRC19,23.5,15.7,16.2
M3W4V0,Leucine rich repeat containing 8 VRAC subunit A,LRRC8A,21.7,16.9,17
M3X2H7,Leucine rich repeat containing 8 VRAC subunit D,LRRC8D,21.7,16.9,17
A0A2I2V4D2,Leucine rich repeat neuronal 4,LRRN4,20.9,12.8,15.2
A0A2I2UKX6,Limbic system associated membrane protein,LSAMP,25.9,19.8,19.8
A0A5F5XMF4,Leucine rich single-pass membrane protein 2,LSMEM2,20.5,15.1,16
A0A5F5XBY8,Leukotriene A(4) hydrolase (LTA-4 hydrolase) (EC 3.3.2.6),LTA4H,15.3,16.1,16
A0A337S431,Latent transforming growth factor beta binding protein 1,LTBP1,25.7,20,19.7
A0A337S8E4,Latent transforming growth factor beta binding protein 1,LTBP1,20.4,14.1,14.8
A0A140CWF2,LTBP2,LTBP2,23.3,19.9,20.4
A0A2I2UXX3,Latent transforming growth factor beta binding protein 4,LTBP4,28,22.4,22.2
A0A2I2V3V6,Lactotransferrin,LTF,29.5,23.6,25.3
A0A5F5XC36,Lactotransferrin,LTF,26.2,18.2,18.5
A0A2I2U619,Lumican,LUM,20.8,23,23.2
A0A337SJ42,Lymphocyte antigen 6 family member D,LY6D,29.1,19.8,19.3
M3VTY7,LY6/PLAUR domain containing 1,LYPD1,19.1,15.9,15.9
M3VU52,LY6/PLAUR domain containing 2,LYPD2,15.8,16.1,15.6
M3WY30,LY6/PLAUR domain containing 3,LYPD3,19.2,15.9,15.4
A0A2I2U035,LY6/PLAUR domain containing 6,LYPD6,19.4,13.2,14.4
A0A2I2UP64,LY6/PLAUR domain containing 6B,LYPD6B,21.9,20.5,20.5
A0A2I2UCN9,Acyl-protein thioesterase 1 (EC 3.1.2.22) (Lysophospholipase 1) (Lysophospholipase I) (Palmitoyl-protein hydrolase),LYPLA1,17,16.5,15.9
M3VUP6,Lymphatic vessel endothelial hyaluronan receptor 1,LYVE1,29,20.1,20.7
A0A2I2UY37,"Mannose-6-phosphate receptor, cation dependent",M6PR,18.4,10.3,10.6
A0A337SQ63,Mucosal vascular addressin cell adhesion molecule 1,MADCAM1,24.7,19.2,19.6
A0A5F5Y426,"alpha-1,2-Mannosidase (EC 3.2.1.-)",MAN1A1,24.7,24.7,25.3
A0A5F5XC46,"alpha-1,2-Mannosidase (EC 3.2.1.-)",MAN1A2,10.5,18.7,10.8
A0A5F5Y2G5,Alpha-mannosidase (EC 3.2.1.-),MAN2A1,22.1,20.7,20.2
M3WBE5,Alpha-mannosidase (EC 3.2.1.-),MAN2A1,19.7,16.6,16
A0A5F5XUG7,Alpha-mannosidase (EC 3.2.1.-),MAN2A2,19,15.9,16.1
A0A2I2UJS0,Alpha-mannosidase (EC 3.2.1.-),MAN2B1,17.9,17.1,17.7
O46432,Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B),MAN2B1 MANB,25.5,25.8,27
A0A337RVS9,Beta-mannosidase (EC 3.2.1.25) (Lysosomal beta A mannosidase) (Mannanase),MANBA,23.3,23.3,22.3
A0A337SHI7,MANSC domain containing 1,MANSC1,21.7,17.6,17.6
A0A337S396,Monoamine oxidase B,MAOB,16.5,18.2,17.9
A0A337S9V8,Mitogen-activated protein kinase kinase kinase 12 (EC 2.7.11.25),MAP3K12,17.9,18.5,19
M3WAB7,Mitogen-activated protein kinase (EC 2.7.11.24),MAPK7,21,18.3,15.8
M3XB86,RING-type E3 ubiquitin transferase (EC 2.3.2.27),MARCHF10,20.7,21.1,21
A0A2I2UHZ6,MBL associated serine protease 1,MASP1,21.3,22,22.4
A0A337S8F8,MBL associated serine protease 2,MASP2,26.5,20.7,20.6
A0A5F5Y096,MBL associated serine protease 2,MASP2,20.1,20.7,20.7
A0A2I2UI11,Mannose binding lectin 1,MBL1,19.9,21.3,20.7
A0A5F5XHB5,Melanoma cell adhesion molecule,MCAM,21.1,20.2,21
Q7YRU4,"Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Aromatic alpha-keto acid reductase) (KAR) (EC 1.1.1.96) (Cytosolic malate dehydrogenase)",MDH1,24.1,21.6,21.3
K0J107,"Malate dehydrogenase, mitochondrial (EC 1.1.1.37)",MDH2,17.1,10.3,10.7
A0A337S3Q9,Midkine,MDK,20.1,16.2,16.1
A0A2I2UC58,Multiple EGF like domains 9,MEGF9,23.9,19.8,19.7
M3W126,Melanotransferrin,MELTF,26,26.8,27.7
M3WB64,Metalloendopeptidase (EC 3.4.24.-),MEP1A,26,17.6,18.6
A0A5F5Y369,receptor protein-tyrosine kinase (EC 2.7.10.1),MERTK,16.6,17.1,17.2
M3XFR1,Meteorin-like protein,METRNL,21.7,19.7,21.5
A0A337SHC5,Microfibril associated protein 4,MFAP4,19.8,22.8,21.7
M3XGE7,Microfibril associated protein 4,MFAP4,20.8,21.6,20.6
A0A5F5XE10,Milk fat globule EGF and factor V/VIII domain containing,MFGE8,25.7,21.7,22.5
A0A2I2UXR9,Maltase-glucoamylase,MGAM,26.6,24.5,23.8
A0A341ZMF3,"alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase (EC 2.4.1.155)",MGAT5,24,22.6,22.6
A0A2I2V3J5,Matrix Gla protein (MGP),MGP,19.4,21.3,21
A0A2I2UBB6,SH3 domain-containing protein,MIA2,19.8,15.3,15.3
A0A337RWW9,MIA SH3 domain ER export factor 3,MIA3,23,18.8,18.3
A0A5F5XNZ1,Migration and invasion enhancer 1,MIEN1,24.1,23.1,22.7
M3WPV6,Migration and invasion enhancer 1,MIEN1,23.5,17.2,17.2
A0A5F5XHI0,Macrophage migration inhibitory factor (EC 5.3.2.1) (EC 5.3.3.12) (L-dopachrome isomerase) (L-dopachrome tautomerase) (Phenylpyruvate tautomerase),MIF,21,15.6,16.6
A0A337S3R5,Multiple inositol-polyphosphate phosphatase 1,MINPP1,20.8,18.7,18.8
M3WV39,"Multiple inositol polyphosphate phosphatase 1 (EC 3.1.3.62) (EC 3.1.3.80) (2,3-bisphosphoglycerate 3-phosphatase)",MINPP1,19.5,19.7,19.9
A0A5F5XFE9,Microtubule interacting and trafficking domain containing 1,MITD1,16,11,10.5
A0A337SXF4,Neprilysin (EC 3.4.24.11) (Atriopeptidase) (Enkephalinase) (Neutral endopeptidase 24.11) (Skin fibroblast elastase),MME,25.4,22,22.2
A0A5F5XYE2,Matrix metallopeptidase 11,MMP11,14.8,17.2,17.6
A0A337S0K7,72 kDa type IV collagenase (EC 3.4.24.24) (72 kDa gelatinase) (Matrix metalloproteinase-2),MMP2,15.4,18.2,18.3
P55032,Matrilysin (EC 3.4.24.23) (Matrin) (Matrix metalloproteinase-7) (MMP-7) (Pump-1 protease) (Uterine metalloproteinase),MMP7,16.6,15.7,17.4
A0A5F5Y5F5,Matrix metalloproteinase-9 (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B),MMP9,23.2,18.5,15.1
A0A3S6CJJ2,Matrix metallopeptidase 9,MMP9,23.9,18.1,18
M3WI37,Multimerin 1,MMRN1,23.5,17.9,18.5
A0A5F5XUK2,Multimerin 2,MMRN2,12.8,12.1,12.3
A0A337SLC9,Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B),MOCS2,18.4,15.6,15.8
M3WCF8,Monooxygenase DBH like 1,MOXD1,21,15.5,15.6
A0A337S4A6,Megakaryocyte and platelet inhibitory receptor G6b,MPIG6B,21.4,14.2,17.3
A0A337S0Y0,Sulfurtransferase,MPST,26,23.8,23
A0A2I2UHE7,Myelin protein zero like 1,MPZL1,20.5,14.4,13.8
M3WFQ7,Myelin protein zero like 2,MPZL2,27.2,20.7,21.3
A0A5F5XC23,Mannose receptor C-type 1,MRC1,16.1,14.4,13.5
A0A2I2V193,Mannose receptor C-type 1,MRC1,18.3,15.1,15.2
M3WE80,Mannose receptor C type 2,MRC2,20.1,17.7,17.1
A0A337SNX4,Moesin (Membrane-organizing extension spike protein),MSN,23.9,22.4,23.6
M3WJI8,Moesin (Membrane-organizing extension spike protein),MSN,20.1,19.8,20.3
A0A2I2UAP2,Macrophage stimulating 1,MST1,22.5,21.9,22.4
M3WPT7,Growth/differentiation factor 8 (GDF-8) (Myostatin),MSTN,16.6,18.9,19.2
A0A2I2UW30,methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9),MTHFD2L,23.3,16.5,17.2
A0A337SL83,Multivesicular body subunit 12A (ESCRT-I complex subunit MVB12A) (Protein FAM125A),MVB12A,20.5,19.3,19.4
A0A337S8H7,Matrix remodeling-associated protein 8,MXRA8,29.5,20.3,20.4
A0A337SH59,Matrix remodeling-associated protein 8,MXRA8,25.5,18.5,19.3
A0A2I2U1C5,"Myosin-9 (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain IIa)",MYH9,22.8,20.9,21.3
A0A2I2UHR0,Myosin light chain 6,MYL6,18.4,18.5,18.5
A0A2I2U033,"Myosin regulatory light polypeptide 9 (Myosin regulatory light chain 2, smooth muscle isoform) (Myosin regulatory light chain 9)",MYL9,17.7,13.6,14
A0A337S3Q0,Myosin light chain kinase,MYLK,24.6,20,20.2
A0A5F5XC70,Myosin light chain kinase 2,MYLK2,16.6,17.2,18.3
Q594P2,"Myocilin [Cleaved into: Myocilin, N-terminal fragment (Myocilin 20 kDa N-terminal fragment); Myocilin, C-terminal fragment (Myocilin 35 kDa N-terminal fragment)]",MYOC,24.8,20,20
A0A2I2V455,N-acylethanolamine-hydrolyzing acid amidase (EC 3.5.1.23) (EC 3.5.1.60) (Acylsphingosine deacylase NAAA),NAAA,30.9,20.6,21
A0A5F5XU62,Alpha-galactosidase (EC 3.2.1.-),NAGA,21.8,15.8,16.3
M3WFH8,N-acetyl-alpha-glucosaminidase,NAGLU,25.6,21.1,21.7
A0A337S914,Nucleosome assembly protein 1 like 4,NAP1L4,18.1,19.4,19.5
A0A5F5XWA2,Napsin A aspartic peptidase,NAPSA,29.7,18.8,18.3
A0A2I2UVF9,"NBL1, DAN family BMP antagonist",NBL1,26.2,19.9,20.3
A0A2I2UJV2,Neural cell adhesion molecule 1,NCAM1,24.6,24.7,25.6
A0A337S4H2,Neural cell adhesion molecule 1,NCAM1,20.4,19.3,19.2
A0A2I2V0Y5,Neural cell adhesion molecule 2,NCAM2,25.9,21.3,21.4
A0A337S9P8,Nicastrin,NCSTN,22.4,23.5,24.9
M3VZX9,Protein NDRG1 (N-myc downstream-regulated gene 1 protein),NDRG1,20.6,18,16.4
A0A5F5Y4C0,N-myc downstream regulated 1,NDRG1,18.7,10.9,11
A0A337RZV6,Nectin cell adhesion molecule 1,NECTIN1,21.7,18.7,18.9
A0A5F5XXT2,Nectin cell adhesion molecule 2,NECTIN2,27.1,21,21.4
A0A2I2U0E6,Nectin cell adhesion molecule 3,NECTIN3,20.9,17.8,18.4
A0A5F5XLH0,Nectin cell adhesion molecule 4,NECTIN4,26.1,19.8,19.5
A0A2I2UX82,Neuronal growth regulator 1,NEGR1,24.5,19.3,18.6
A0A337S1S7,Protein kinase C-binding protein NELL2 (NEL-like protein 2),NELL2,24.9,23.9,23.7
A0A2I2UTR9,Neogenin 1,NEO1,22.4,20.6,20.1
M3X3Z7,Sialidase-1 (EC 3.2.1.18) (Lysosomal sialidase) (N-acetyl-alpha-neuraminidase 1),NEU1,21.8,19.2,18.3
A0A2I2UTY5,Nexilin F-actin binding protein,NEXN,20.7,18.2,18.5
A0A337SBE9,Nerve growth factor receptor,NGFR,24.4,20,21.6
A0A2I2UP60,Na(+)/H(+) exchange regulatory cofactor NHE-RF,NHERF1,25.4,23.1,23
A0A2I2U5Z9,NHL repeat containing 3,NHLRC3,25.1,20.3,20.9
A0A337SCS7,Nidogen 1,NID1,25.2,23,21.8
A0A337SMW2,Nidogen 2,NID2,23.7,19.7,19.9
A0A337S9P2,NIPA like domain containing 1,NIPAL1,19.2,12.7,14.6
